Technology (Process),Sector,Set,Description,Activity unit,Capacity unit,Type,Primary commodity group,Time slice level,Vintage,Aggregation Level 2,sankey_overview,custom
IMPCOAHAR,SUP,.IMP.IRE.,Import Hard Coal,PJ,-,IRE,COAHAR,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPCOALIG,SUP,.IMP.IRE.,Import Lignite,PJ,-,IRE,COALIG,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPELCHIG,ELC,.IMP.IRE.,Electricity import (ALL),PJ,-,IRE,ELCHIG,DAYNITE,"0,00",Imports,Imports & trade,Imports & trade
IMPGASNAT,SUP,.IMP.IRE.,Import Natural Gas,PJ,-,IRE,GASNAT,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPH2,IMP,.IMP.IRE.,Import H2,PJ,GW,IRE,SUPIMPH2,DAYNITE,"1,00",Imports,Imports & trade,Imports & trade
IMPNUCRSV,SUP,.IMP.IRE.,Import Uranium,PJ,-,IRE,NUCRSV,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPOILDST,SUP,.IMP.IRE.,Import Diesel,PJ,-,IRE,OILDST,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPOILGSL,SUP,.IMP.IRE.,Import Motor Spirit,PJ,-,IRE,OILGSL,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPOILHFO,SUP,.IMP.IRE.,Import Residual Fuel Oil,PJ,-,IRE,OILHFO,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPOILKER,SUP,.IMP.IRE.,Import Kerosenes - Jet Fuels,PJ,-,IRE,OILKER,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPOILLPG,SUP,.IMP.IRE.,Import Liquified Petroleum Gas,PJ,-,IRE,OILLPG,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
IMPOILOTH,SUP,.IMP.IRE.,Import Other Petroleum Products,PJ,-,IRE,OILOTH,ANNUAL,"0,00",Imports,Imports & trade,Imports & trade
INDBGS00,IND,.PRE.,Fuel Tech - Biogas (IND),PJ,PJA,PRE,INDBGS,ANNUAL,"0,00",Fuel Tech - Biogas (IND),End-use fuel tech,Fuel Tech - Biogas (IND)
INDBIO00,IND,.PRE.,Fuel Tech - Biofuel (IND),PJ,PJA,PRE,INDBIO,ANNUAL,"0,00",Fuel Tech - Biofuel (IND),End-use fuel tech,Fuel Tech - Biofuel (IND)
INDCOA00,IND,.PRE.,Fuel Tech - Hard Coal (IND),PJ,PJA,PRE,INDCOA,ANNUAL,"0,00",Fuel Tech - Hard Coal (IND),End-use fuel tech,Fuel Tech - Hard Coal (IND)
INDCOK00,IND,.PRE.,Fuel Tech - Coke (IND),PJ,PJA,PRE,INDCOK,ANNUAL,"0,00",Fuel Tech - Coke (IND),End-use fuel tech,Fuel Tech - Coke (IND)
INDCOL00,IND,.PRE.,Fuel Tech - Lignite (IND),PJ,PJA,PRE,INDCOL,ANNUAL,"0,00",Fuel Tech - Lignite (IND),End-use fuel tech,Fuel Tech - Lignite (IND)
INDCPS00,IND,.PRE.,Fuel Tech - Wood CHIPS (IND),PJ,PJA,PRE,INDCPS,ANNUAL,"0,00",Fuel Tech - Wood CHIPS (IND),End-use fuel tech,Fuel Tech - Wood CHIPS (IND)
INDELC00,IND,.PRE.,Fuel Tech - Electricity (IND),PJ,GW,PRE,INDELC,DAYNITE,"0,00",Fuel Tech - Electricity (IND),End-use fuel tech,Fuel Tech - Electricity (IND)
INDGAS00,IND,.PRE.,Fuel Tech - Natural Gas transport (IND),PJ,PJA,PRE,INDGAS,ANNUAL,"0,00",Fuel Tech - Natural Gas transport (IND),End-use fuel tech,Fuel Tech - Natural Gas transport (IND)
INDGASCOG01,IND,.PRE.,Fuel Tech New - Gas and Cog industry (IND),PJ,PJA,PRE,INDGASCOG,ANNUAL,"1,00",Fuel Tech New - Gas and Cog industry (IND),End-use fuel tech,Fuel Tech New - Gas and Cog industry (IND)
INDGEO00,IND,.PRE.,Geothermal (IND),PJ,PJA,PRE,INDGEO,ANNUAL,"0,00",Geothermal (IND),Industry,Geothermal (IND)
INDGH2C01,SUP,.PRE.,Fuel Tech - H2 Delivery from centralized production (COMP+TR+DP - Industrial),PJ,PJ-A,PRE,INDHH2,DAYNITE,,hydrogen for industry,Fuel conversion,hydrogen for industry
INDGH2C01_i,SUP,.PRE.,Fuel Tech - H2 Delivery from imported H2 (COMP+TR+DP - Industrial),PJ,PJ-A,PRE,INDHH2,DAYNITE,,hydrogen imports,Fuel conversion,imported H2 delivery
INDGMX00,IND,.PRE.,Fuel Tech - Natural Gas and biogas mixed  (IND),PJ,PJA,PRE,INDGMX,ANNUAL,"0,00",Fuel Tech - Natural Gas and biogas mixed  (IND),End-use fuel tech,Fuel Tech - Natural Gas and biogas mixed  (IND)
INDHFO00,IND,.PRE.,Fuel Tech - Heavy Fuel Oil (IND),PJ,PJA,PRE,INDHFO,ANNUAL,"0,00",Fuel Tech - Heavy Fuel Oil (IND),End-use fuel tech,Fuel Tech - Heavy Fuel Oil (IND)
INDHTH00,IND,.PRE.,industry high temperature heat,PJ,PJA,PRE,INDHET,ANNUAL,"0,00",Fuel Tech - Heat,End-use fuel tech,End-use fuel tech
INDIIS01,IND,.PRE.,Fuel Tech New - IIS GMX - Corex GMX or BFG TGR with CCS or BOF (IND),PJ,PJA,PRE,INDIIS,ANNUAL,"1,00",Local production,End-use fuel tech,End-use fuel tech
INDLFO00,IND,.PRE.,Fuel Tech - Light Fuel Oil (IND),PJ,PJA,PRE,INDLFO,ANNUAL,"0,00",Fuel Tech - Light Fuel Oil (IND),End-use fuel tech,Fuel Tech - Light Fuel Oil (IND)
INDLPG00,IND,.PRE.,Fuel Tech - Liquified Petroleum Gas (IND),PJ,PJA,PRE,INDLPG,ANNUAL,"0,00",Fuel Tech - Liquified Petroleum Gas (IND),End-use fuel tech,Fuel Tech - Liquified Petroleum Gas (IND)
INDPVELC,IND,.ELE.,PV industrial,PJ,GW,ELE,INDPVELC_NRGO,DAYNITE,"0,00",PV industrial,Industry,PV
INDSLU00,IND,.PRE.,Fuel Tech - Waste Renewable (IND),PJ,PJA,PRE,INDSLU,ANNUAL,"0,00",Fuel Tech - Waste Renewable (IND),End-use fuel tech,Fuel Tech - Waste Renewable (IND)
INDSOL00,IND,.PRE.,Fuel Tech - Solar (IND),PJ,PJA,PRE,INDSOL,ANNUAL,"0,00",Fuel Tech - Solar (IND),End-use fuel tech,Fuel Tech - Solar (IND)
INDWOO00,IND,.PRE.,Fuel Tech - Wood material (IND),MT,MTA,PRE,MBRWOO,ANNUAL,"0,00",Fuel Tech - Wood material (IND),End-use fuel tech,Fuel Tech - Wood material (IND)
INDWST00,IND,.PRE.,Fuel Tech - Waste Non-Renewable (IND),PJ,PJA,PRE,INDWST,ANNUAL,"0,00",Fuel Tech - Waste Non-Renewable,End-use fuel tech,End-use fuel tech
INFDEMAND00,IND,.DMD.,INF.Other Non Ferrous Metals.00.,PJ,PJA,DMD,INF,ANNUAL,"0,00",Industry,Industry,Industry
INFELEELC00,IND,.PRE.,INF.Other Non Ferrous Metals.Electro-Chemical Processes.ELC.00,PJ,PJA,PRE,INFELE,ANNUAL,"0,00",Industry,Industry,Industry
INFELEELC01,IND,.PRE.,INFELEELC01,PJ,PJA,PRE,INFELE,ANNUAL,"0,00",Industry,Industry,Industry
INFMCHELC00,IND,.PRE.,INF.Other Non Ferrous Metals.Machine Drive.ELC.00,PJ,PJA,PRE,INFMCH,ANNUAL,"0,00",Industry,Industry,Industry
INFMCHELC01,IND,.PRE.,INFMCHELC01,PJ,PJA,PRE,INFMCH,ANNUAL,"1,00",Industry,Industry,Industry
INFPRCCOA01,IND,.PRE.,INFPRCCOA01,PJ,GW,PRE,INFPRC,ANNUAL,"1,00",Industry,Industry,Industry
INFPRCGMX00,IND,.PRE.,INF.Other Non Ferrous Metals.Process Heat.GAS.00,PJ,PJA,PRE,INFPRC,ANNUAL,"0,00",Industry,Industry,Industry
INFSTMCOL01,IND,.PRE.,INFSTMCOL01,PJ,GW,PRE,INFHTH,ANNUAL,"1,00",Industry,Industry,Industry
INFSTMGMX00,IND,.PRE.,INF.Other Non Ferrous Metals.Steam.GAS.00,PJ,GW,PRE,INFHTH,ANNUAL,"0,00",Industry,Industry,Industry
INFSTMLFO00,IND,.PRE.,INF.Other Non Ferrous Metals.Steam.LFO.00,PJ,GW,PRE,INFHTH,ANNUAL,"0,00",Industry,Industry,Industry
INFSTMLPG00,IND,.PRE.,INF.Other Non Ferrous Metals.Steam.LPG.00,PJ,GW,PRE,INFHTH,ANNUAL,"0,00",Industry,Industry,Industry
INMDEMAND00,IND,.DMD.,INM.Other Non Metallic Minerals.00.,PJ,PJA,DMD,INM,ANNUAL,"0,00",Industry,Industry,Industry
INMELEELC00,IND,.PRE.,INM.Other Non Metallic Minerals.Electro-Chemical Processes.ELC.00,PJ,PJA,PRE,INMELE,ANNUAL,"0,00",Industry,Industry,Industry
INMELEELC01,IND,.PRE.,INMELEELC01,PJ,PJA,PRE,INMELE,ANNUAL,"1,00",Industry,Industry,Industry
INMMCHELC00,IND,.PRE.,INM.Other Non Metallic Minerals.Machine Drive.ELC.00,PJ,PJA,PRE,INMMCH,ANNUAL,"0,00",Industry,Industry,Industry
INMMCHELC01,IND,.PRE.,INMMCHELC01,PJ,PJA,PRE,INMMCH,ANNUAL,"1,00",Industry,Industry,Industry
INMPRCCOA01,IND,.PRE.,INMPRCCOA01,PJ,GW,PRE,INMPRC,ANNUAL,"1,00",Industry,Industry,Industry
INMPRCCOK01,IND,.PRE.,INMPRCCOK01,PJ,GW,PRE,INMPRC,ANNUAL,"1,00",Industry,Industry,Industry
INMPRCGMX00,IND,.PRE.,INM.Other Non Metallic Minerals.Process Heat.GAS.00,PJ,PJA,PRE,INMPRC,ANNUAL,"0,00",Industry,Industry,Industry
INMPRCLFO00,IND,.PRE.,INM.Other Non Metallic Minerals.Process Heat.LFO.00,PJ,PJA,PRE,INMPRC,ANNUAL,"0,00",Industry,Industry,Industry
INMSTMBGS01,IND,.PRE.,INMSTMBGS01,PJ,GW,PRE,INMHTH,ANNUAL,"1,00",Industry,Industry,Industry
INMSTMCOL00,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.COL.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry,Industry
INMSTMCOL01,IND,.PRE.,INMSTMCOL01,PJ,GW,PRE,INMHTH,ANNUAL,"1,00",Industry,Industry,Industry
INMSTMCPS01,IND,.PRE.,INMSTMCPS01,PJ,GW,PRE,INMHTH,ANNUAL,"1,00",Industry,Industry,Industry
INMSTMGMX00,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.GAS.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry,Industry
INMSTMHFO00,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.HFO.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry,Industry
INMSTMLFO00,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.LFO.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry,Industry
INMSTMLPG00,IND,.PRE.,INM.Other Non Metallic Minerals.Steam.LPG.00,PJ,GW,PRE,INMHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOFDEMAND00,IND,.DMD.,IOF.Other FOOD.00,PJ,PJA,DMD,IOF,ANNUAL,"0,00",Industry,Industry,Industry
IOFELEELC00,IND,.PRE.,IOF.Other Food.Electro Processes.ELC.00,PJ,PJA,PRE,IOFELE,ANNUAL,"0,00",Industry,Industry,Industry
IOFELEELC01,IND,.PRE.,IOFELEELC01,PJ,PJA,PRE,IOFELE,ANNUAL,"1,00",Industry,Industry,Industry
IOFFROELC00,IND,.PRE.,IOF.cold.ELC.00,PJ,PJA,PRE,IOFFRO,ANNUAL,"0,00",Industry,Industry,Industry
IOFFROELC01,IND,.PRE.,IOFFROELC01,PJ,GW,PRE,IOFFRO,ANNUAL,"1,00",Industry,Industry,Industry
IOFMCHELC00,IND,.PRE.,IOF.Other Food.Machine Drive.ELC.00,PJ,PJA,PRE,IOFMCH,ANNUAL,"0,00",Industry,Industry,Industry
IOFMCHELC01,IND,.PRE.,IOFMCHELC01,PJ,PJA,PRE,IOFMCH,ANNUAL,"1,00",Industry,Industry,Industry
IOFOTH-NRG,IND,.PRE.,IOF: Other energy uses,PJ,PJA,PRE,IOFOTH,ANNUAL,"0,00",Industry,Industry,Industry
IOFPACELC01,IND,.PRE.,IOFPACELC01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOFPRCBGS00,IND,.PRE.,IOF.Other Food.Process Heat.BGS.00,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry,Industry
IOFPRCCPS00,IND,.PRE.,IOF.Other Food.Process Heat.CPS.00,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry,Industry
IOFPRCELC01,IND,.PRE.,IOFPRCELC01,PJ,GW,PRE,IOFPRC,ANNUAL,"1,00",Industry,Industry,Industry
IOFPRCGAS00,IND,.PRE.,IOF.Other Food.Process Heat.GAS.01,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry,Industry
IOFPRCGMX00,IND,.PRE.,IOF.Other Food.Process Heat.GAS.00,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry,Industry
IOFPRCGMX01,IND,.PRE.,IOFPRCGMX01,PJ,GW,PRE,IOFPRC,ANNUAL,"1,00",Industry,Industry,Industry
IOFPRCHH202,IND,.PRE.,IOFPRCHH202,PJ,GW,PRE,IOFPRC,ANNUAL,"1,00",Industry,Industry,Industry
IOFPRCLFO00,IND,.PRE.,IOF.Other Food.Process Heat.LFO.00,PJ,PJA,PRE,IOFPRC,ANNUAL,"0,00",Industry,Industry,Industry
IOFSTMBGS00,IND,.PRE.,IOF.Other Food.Steam.BGS.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOFSTMBGS01,IND,.PRE.,IOFSTMBGS01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOFSTMCPS00,IND,.PRE.,IOF.Other Food.Steam.CPS.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOFSTMCPS01,IND,.PRE.,IOFSTMCPS01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOFSTMELC01,IND,.PRE.,IOFSTMELC01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOFSTMGAS00,IND,.PRE.,IOF.Other Food.Steam.GAS.01,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOFSTMGMX00,IND,.PRE.,IOF.Other Food.Steam.GAS.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOFSTMHET00,IND,.PRE.,IOF.Other Food.Steam.HTH.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOFSTMHET01,IND,.PRE.,IOFSTMHET01,PJ,GW,PRE,IOFHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOFSTMLFO00,IND,.PRE.,IOF.Other Food.Steam.LFO.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOFSTMLPG00,IND,.PRE.,IOF.Other Food.Steam.LPG.00,PJ,GW,PRE,IOFHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOIDEMAND00,IND,.DMD.,IOI.Other Industries.00.,PJ,PJA,DMD,IOI,ANNUAL,"0,00",Industry,Industry,Industry
IOIELEELC00,IND,.PRE.,IOI.Other Industries.Electro-Chemical Processes.ELC.00,PJ,PJA,PRE,IOIELE,ANNUAL,"0,00",Industry,Industry,Industry
IOIELEELC01,IND,.PRE.,IOIELEELC01,PJ,PJA,PRE,IOIELE,ANNUAL,"1,00",Industry,Industry,Industry
IOIMCHELC00,IND,.PRE.,IOI.Other Industries.Machine Drive.ELC.00,PJ,PJA,PRE,IOIMCH,ANNUAL,"0,00",Industry,Industry,Industry
IOIMCHELC01,IND,.PRE.,IOI. Other Industries.Machine Drive.ELC.01,PJ,PJA,PRE,IOIMCH,ANNUAL,"1,00",Industry,Industry,Industry
IOIOTH-NRG,IND,.PRE.,IOI: Other energy uses,PJ,PJA,PRE,IOIOTH,ANNUAL,"0,00",Industry,Industry,Industry
IOIPACELC01,IND,.PRE.,IOIPACELC01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOIPRCELC01,IND,.PRE.,IOIPRCELC01,PJ,GW,PRE,IOIPRC,ANNUAL,"1,00",Industry,Industry,Industry
IOIPRCGAS00,IND,.PRE.,IOI.Other Industries.Process Heat.GAS.01,PJ,PJA,PRE,IOIPRC,ANNUAL,"0,00",Industry,Industry,Industry
IOIPRCGMX00,IND,.PRE.,IOI.Other Industries.Process Heat.GAS.00,PJ,PJA,PRE,IOIPRC,ANNUAL,"0,00",Industry,Industry,Industry
IOIPRCGMX01,IND,.PRE.,IOIPRCGMX01,PJ,GW,PRE,IOIPRC,ANNUAL,"1,00",Industry,Industry,Industry
IOIPRCHH202,IND,.PRE.,IOIPRCHH202,PJ,GW,PRE,IOIPRC,ANNUAL,"1,00",Industry,Industry,Industry
IOIPRCLFO00,IND,.PRE.,IOI.Other Industries.Process Heat.LFO.00,PJ,PJA,PRE,IOIPRC,ANNUAL,"0,00",Industry,Industry,Industry
IOISTMBGS01,IND,.PRE.,IOISTMBGS01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOISTMCOK00,IND,.PRE.,IOI.Other Industries.Steam.COK.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOISTMCPS00,IND,.PRE.,IOI.Other Industries.Steam.CPS.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOISTMCPS01,IND,.PRE.,IOISTMCPS01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOISTMELC01,IND,.PRE.,IOISTMELC01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOISTMGAS00,IND,.PRE.,IOI.Other Industries.Steam.GAS.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOISTMGMX00,IND,.PRE.,IOI.Other Industries.Steam.GAS.01,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOISTMHET01,IND,.PRE.,IOISTMHET01,PJ,GW,PRE,IOIHTH,ANNUAL,"1,00",Industry,Industry,Industry
IOISTMHFO00,IND,.PRE.,IOI.Other Industries.Steam.HFO.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOISTMLFO00,IND,.PRE.,IOI.Other Industries.Steam.LFO.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry,Industry
IOISTMLPG00,IND,.PRE.,IOI.Other Industries.Steam.LPG.00,PJ,GW,PRE,IOIHTH,ANNUAL,"0,00",Industry,Industry,Industry
IPOHTHSTMBGS01,IND,.PRE.,IPO.Preparation.of.potatoes.Process Heat.BGS.03,PJ,GW,PRE,IPOHTH,ANNUAL,"1,00",Industry,Industry,Industry
IPOHTHSTMCPS01,IND,.PRE.,IPO.Preparation.of.potatoes.Process Heat.CPS.04,PJ,GW,PRE,IPOHTH,ANNUAL,"1,00",Industry,Industry,Industry
IPOPREPA00,IND,.DMD.,IPO.Preparation.of.potatoes.00,PJ,PJA,DMD,IPO,ANNUAL,"0,00",Industry,Industry,Industry
IPOPREPA03,IND,.DMD.,IPO.Preparation.of.potatoes.03,MT,MT,DMD,IPO,ANNUAL,"1,00",IND_DMD_MT_MT,Industry,Industry (other)
IPOPREPA04,IND,.DMD.,IPO.Preparation.of.potatoes.04,MT,MT,DMD,IPO,ANNUAL,"1,00",IND_DMD_MT_MT,Industry,Industry (other)
IPOSTMGAS00,IND,.PRE.,IPO.Generic Boiler.GAS,PJ,PJA,PRE,IPOHTH,ANNUAL,"0,00",Industry,Industry,Industry
IPOSTMOIL00,IND,.PRE.,IPO.Generic Boiler.OIL,PJ,PJA,PRE,IPOHTH,ANNUAL,"0,00",Industry,Industry,Industry
IPPHIGQUA00,IND,.DMD.,IPP.High Quality Paper Production.00.,MT,MTA,DMD,IPP,ANNUAL,"0,00",IND_DMD_MT_MTA,Industry,Industry (other)
IPPHIGQUA05,IND,.DMD.,IPP.High Quality Paper Production Adv Drives.05.,MT,MT,DMD,IPP,ANNUAL,"1,00",IND_DMD_MT_MT,Industry,Industry (other)
IPPHIGQUA55,IND,.DMD.,IPP.High Quality Paper Production Adv Drives.05. - electricity,MT,MT,DMD,IPP,ANNUAL,"1,00",IND_DMD_MT_MT,Industry,Industry (other)
IPPPACELC01,IND,.PRE.,IPP. Pulp and Paper.Heat.pac.01,PJ,GW,PRE,IPPHTH,ANNUAL,"1,00",Industry,Industry,Industry
IPPPRCBIO01,IND,.PRE.,IPP. Pulp and Paper.Process Heat.BIO.01,PJ,GW,PRE,IPPPRC,ANNUAL,"1,00",Industry,Industry,Industry
IPPPRCCOA01,IND,.PRE.,IPP. Pulp and Paper.Process Heat.COA.01,PJ,GW,PRE,IPPPRC,ANNUAL,"1,00",Industry,Industry,Industry
IPPPRCGAS00,IND,.PRE.,IPP.Generic fuel kiln.GAS,PJ,PJA,PRE,IPPPRC,ANNUAL,"0,00",Industry,Industry,Industry
IPPPRCGMX01,IND,.PRE.,IPP. Pulp and Paper.Process Heat.GMX.01,PJ,GW,PRE,IPPPRC,ANNUAL,"1,00",Industry,Industry,Industry
IPPPRCHFO00,IND,.PRE.,IPP.Generic fuel kiln.HFO,PJ,PJA,PRE,IPPPRC,ANNUAL,"0,00",Industry,Industry,Industry
IPPPRCLFO00,IND,.PRE.,IPP.Generic fuel kiln.LFO,PJ,PJA,PRE,IPPPRC,ANNUAL,"0,00",Industry,Industry,Industry
IPPPRCLPG00,IND,.PRE.,IPP.Generic fuel kiln.LPG,PJ,PJA,PRE,IPPPRC,ANNUAL,"0,00",Industry,Industry,Industry
IPPPUPCHE00,IND,.PRE.,IPP.Chemical Pulp Production.00.,MT,MTA,PRE,MPPPUP,ANNUAL,"0,00",IND_PRE_MT_MTA,Industry,Industry (other)
IPPPUPCHE01,IND,.PRE.,IPP.Chemical Pulp Production.01,MT,MT,PRE,MPPPUP,ANNUAL,"1,00",IND_PRE_MT_MT,Industry,Industry (other)
IPPPUPIMP00,IND,.IMP.IRE.,IPP.Pulp Import.00.,MT,MTA,IRE,MPPPUP,ANNUAL,"0,00",IND_IRE_MT_MTA,Imports & trade,Imports & trade
IPPSTMGMX01,IND,.PRE.,IPP. Pulp and Paper.Heat.GMX.01,PJ,GW,PRE,IPPHTH,ANNUAL,"1,00",Industry,Industry,Industry
IPPSTMHH201,IND,.PRE.,IPP. Pulp and Paper.Heat.BLQ.01,PJ,GW,PRE,IPPHTH,ANNUAL,"1,00",Industry,Industry,Industry
ISGHTHSTMGMX01,IND,.PRE.,ISG.Preparation.of.sugar.Process Heat.GMX.01,PJ,GW,PRE,ISGHTH,ANNUAL,"1,00",Industry,Industry,Industry
ISGPREPA00,IND,.PRE.,ISG.Beet.Preparation.00,PJ,PJA,PRE,MISGJU,ANNUAL,"0,00",Industry,Industry,Industry
ISGPREPA01,IND,.PRE.,ISG.Beet.Preparation.sugar.01,MT,MT,PRE,MISGJU,ANNUAL,"1,00",IND_PRE_MT_MT,Industry,Industry (other)
ISGPROD00,IND,.DMD.,ISG.Production.00,PJ,PJA,DMD,ISG,ANNUAL,"0,00",Industry,Industry,Industry
ISGPROD01,IND,.DMD.,ISG.Production sugar.01,MT,MT,DMD,ISG,ANNUAL,"1,00",IND_DMD_MT_MT,Industry,Industry (other)
ISGSTMGAS00,IND,.PRE.,ISG.Generic Boiler.GAS,PJ,PJA,PRE,ISGHTH,ANNUAL,"0,00",Industry,Industry,Industry
ISGSTMOIL00,IND,.PRE.,ISG.Generic Boiler.OIL,PJ,PJA,PRE,ISGHTH,ANNUAL,"0,00",Industry,Industry,Industry
ISGSTMSOLID00,IND,.PRE.,ISG.Generic Boiler.Solids.00,PJ,PJA,PRE,ISGHTH,ANNUAL,"0,00",Industry,Industry,Industry
MINBIOBOU,SUP,.MIN.IRE.,Boues production,MT,-,IRE,BIOBOU,ANNUAL,"0,00",SUP_IRE_MT_-,Local production,Local production
MINBIOCPS,SUP,.MIN.IRE.,Wood Chips production,PJ,-,IRE,BIOCPS,ANNUAL,"0,00",Local production,Local production,Local production
MINBIOCRP11,SUP,.MIN.IRE.,Starch crop production 1,PJ,-,IRE,BIOCRP1,ANNUAL,"0,00",Local production,Local production,Local production
MINBIOCUL,SUP,.MIN.IRE.,Culture pour biometh Production,MT,-,IRE,BIOCUL,ANNUAL,"0,00",SUP_IRE_MT_-,Local production,Local production
MINBIOEFF,SUP,.MIN.IRE.,Effluents production,MT,-,IRE,BIOEFF,ANNUAL,"0,00",SUP_IRE_MT_-,Local production,Local production
MINBIOGAS,SUP,.MIN.IRE.,Ressources biogas industriel/biométh déjà en place,PJ,-,IRE,BIOGAS,ANNUAL,"0,00",Local production,Local production,Local production
MINBIOGZH,SUP,.MIN.IRE.,Biogas injected,PJ,-,IRE,BIOGZH,ANNUAL,"0,00",Local production,Local production,Local production
MINBIOLOG,SUP,.MIN.IRE.,Wood Logs production,PJ,-,IRE,BIOLOG,ANNUAL,"0,00",Local production,Local production,Local production
MINBIORPS1,SUP,.MIN.IRE.,Rape seed production 1,PJ,-,IRE,BIORPS,ANNUAL,"0,00",Local production,Local production,Local production
MINBIOSLU,SUP,.MIN.IRE.,Sludge Production,PJ,-,IRE,BIOSLU,ANNUAL,"0,00",Local production,Local production,Local production
MINBIOSLUH,SUP,.MIN.IRE.,Sludge Production (methanation),MT,-,IRE,BIOSLUH,ANNUAL,"0,00",SUP_IRE_MT_-,Local production,Local production
MINCETGAS,SUP,.MIN.IRE.,Biogas CET Production,PJ,-,IRE,BIOGAS,ANNUAL,"0,00",Local production,Local production,Local production
MINMBOWOO1,SUP,.MIN.IRE.,Source wood industry : foret,T,-,IRE,MBOWOO,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMCOWIM1,SUP,.MIN.IRE.,Source lait,T,-,IRE,MCOWIM,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMCUPDT,SUP,.MIN.IRE.,Source : pdt,T,-,IRE,MCUPDT,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMGHRYC1,SUP,.MIN.IRE.,Source Glass: Recycled,T,-,IRE,MGHRYC,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMISGBE1,SUP,.MIN.IRE.,Source betterave,T,-,IRE,MISGBE,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMISORE1,SUP,.MIN.IRE.,Source Iron&Steel: Ore,T,-,IRE,MISORE,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMISOXY1,SUP,.MIN.IRE.,Source Iron&Steel: Oxygen,T,-,IRE,MISOXY,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
MINMISQLI1,SUP,.MIN.IRE.,Source Iron&Steel: Quick Lime,T,-,IRE,MISQLI,ANNUAL,"0,00",SUP_IRE_T_-,Local production,Local production
